45.53376, -124.60809
45.53376, -124.49426
45.53376, -124.38042
45.53376, -124.26658
45.53376, -124.15274
45.53376, -124.03890
45.53376, -123.92506
45.53376, -123.81122
45.53376, -123.69738
45.53376, -123.58354
45.53376, -123.46970
45.53376, -123.35587
45.53376, -123.24203
45.53376, -123.12819
45.53376, -123.01435
45.53376, -122.90051
45.53376, -122.78667
45.53376, -122.67283
45.53376, -122.55899
45.53376, -122.44515
45.53376, -122.33131
45.53376, -122.21748
45.53376, -122.10364
45.53376, -121.98980
45.53376, -121.87596
45.53376, -121.76212
45.53376, -121.64828
45.53376, -121.53444
45.53376, -121.42060
45.53376, -121.30676
45.53376, -121.19292
45.53376, -121.07909
45.53376, -120.96525
45.53376, -120.85141
45.53376, -120.73757
45.53376, -120.62373
45.53376, -120.50989
45.53376, -120.39605
45.53376, -120.28221
45.53376, -120.16837
45.53376, -120.05453
45.53376, -119.94070
45.53376, -119.82686
45.53376, -119.71302
45.53376, -119.59918
45.53376, -119.48534
45.53376, -119.37150
45.53376, -119.25766
45.53376, -119.14382
45.53376, -119.02998
45.53376, -118.91614
45.53376, -118.80231
45.53376, -118.68847
45.53376, -118.57463
45.53376, -118.46079
45.53376, -118.34695
45.53376, -118.23311
45.53376, -118.11927
45.53376, -118.00543
45.53376, -117.89159
45.53376, -117.77775
45.53376, -117.66392
45.53376, -117.55008
45.53376, -117.43624
45.53376, -117.32240
45.53376, -117.20856
45.53376, -117.09472
45.53376, -116.98088
45.53376, -116.89882
45.62389, -124.60809
45.62389, -124.49426
45.62389, -124.38042
45.62389, -124.26658
45.62389, -124.15274
45.62389, -124.03890
45.62389, -123.92506
45.62389, -123.81122
45.62389, -123.69738
45.62389, -123.58354
45.62389, -123.46970
45.62389, -123.35587
45.62389, -123.24203
45.62389, -123.12819
45.62389, -123.01435
45.62389, -122.90051
45.62389, -122.78667
45.62389, -122.67283
45.62389, -122.55899
45.62389, -122.44515
45.62389, -122.33131
45.62389, -122.21748
45.62389, -122.10364
45.62389, -121.98980
45.62389, -121.87596
45.62389, -121.76212
45.62389, -121.64828
45.62389, -121.53444
45.62389, -121.42060
45.62389, -121.30676
45.62389, -121.19292
45.62389, -121.07909
45.62389, -120.96525
45.62389, -120.85141
45.62389, -120.73757
45.62389, -120.62373
45.62389, -120.50989
45.62389, -120.39605
45.62389, -120.28221
45.62389, -120.16837
45.62389, -120.05453
45.62389, -119.94070
45.62389, -119.82686
45.62389, -119.71302
45.62389, -119.59918
45.62389, -119.48534
45.62389, -119.37150
45.62389, -119.25766
45.62389, -119.14382
45.62389, -119.02998
45.62389, -118.91614
45.62389, -118.80231
45.62389, -118.68847
45.62389, -118.57463
45.62389, -118.46079
45.62389, -118.34695
45.62389, -118.23311
45.62389, -118.11927
45.62389, -118.00543
45.62389, -117.89159
45.62389, -117.77775
45.62389, -117.66392
45.62389, -117.55008
45.62389, -117.43624
45.62389, -117.32240
45.62389, -117.20856
45.62389, -117.09472
45.62389, -116.98088
45.62389, -116.89882
45.71402, -124.60809
45.71402, -124.49426
45.71402, -124.38042
45.71402, -124.26658
45.71402, -124.15274
45.71402, -124.03890
45.71402, -123.92506
45.71402, -123.81122
45.71402, -123.69738
45.71402, -123.58354
45.71402, -123.46970
45.71402, -123.35587
45.71402, -123.24203
45.71402, -123.12819
45.71402, -123.01435
45.71402, -122.90051
45.71402, -122.78667
45.71402, -122.67283
45.71402, -122.55899
45.71402, -122.44515
45.71402, -122.33131
45.71402, -122.21748
45.71402, -122.10364
45.71402, -121.98980
45.71402, -121.87596
45.71402, -121.76212
45.71402, -121.64828
