2019-09-19,Positive ID,49.149394,-123.943134,ATT6_20190918_235343.jpg,ATT7_20190918_214742.jpg,ATT5_20190918_230100.jpg,ATT4_20190921_152954.jpg,null,null,null,null,null,null,null,null
2019-09-20,Unverified,47.036497,-122.74267,null,null,null,null,null,null,null,null,null,null,null,null
2019-09-20,Unverified,47.718207,-122.237169,null,null,null,null,null,null,null,null,null,null,null,null
2019-09-21,Unverified,48.203173,-122.127783,null,null,null,null,null,null,null,null,null,null,null,null
2019-09-30,Positive ID,48.993892,-122.702242,ATT472_9246EB0A-0DDF-420C-979D-C631943D3BFD.jpg,null,null,null,null,null,null,null,null,null,null,null
2019-09-30,Unverified,48.66002,-123.396765,null,null,null,null,null,null,null,null,null,null,null,null
2019-10-11,Unverified,47.658029,-117.754412,null,null,null,null,null,null,null,null,null,null,null,null
2019-10-15,Unverified,47.497675,-122.091131,null,null,null,null,null,null,null,null,null,null,null,null
2019-10-15,Unverified,48.986176,-122.69745,null,null,null,null,null,null,null,null,null,null,null,null
2019-10-20,Unverified,47.764431,-122.361745,null,null,null,null,null,null,null,null,null,null,null,null
2019-10-30,Unverified,48.786349,-122.550631,null,null,null,null,null,null,null,null,null,null,null,null
2019-10-30,Unverified,47.241065,-122.269603,null,null,null,null,null,null,null,null,null,null,null,null
2019-10-30,Positive ID,48.971949,-122.700941,ATT2_HoireRDBeekeeperReport.jpg,null,null,null,null,null,null,null,null,null,null,null
2019-11-03,Unverified,47.464119,-122.285262,null,null,null,null,null,null,null,null,null,null,null,null
2019-11-13,Positive ID,49.025831,-122.810653,null,null,null,null,null,null,null,null,null,null,null,null
2019-11-26,Unverified,47.46499,-122.2869,null,null,null,null,null,null,null,null,null,null,null,null
2019-12-08,Positive ID,48.980994,-122.688503,ATT1_DSCN9647.jpg,null,null,null,null,null,null,null,null,null,null,null
2019-12-22,Unverified,47.77475,-122.213725,null,null,null,null,null,null,null,null,null,null,null,null
2020-01-15,Unverified,48.9392,-122.6613,ATT3_AttackCarnage1.jpg,null,null,null,null,null,null,null,null,null,null,null
2020-02-12,Unverified,47.072951,-122.97706,null,null,null,null,null,null,null,null,null,null,null,null
2020-02-27,Unverified,47.411352,-122.318568,null,null,null,null,null,null,null,null,null,null,null,null
2020-02-29,Negative ID,48.729596,-122.480035,ATT9_A8F17F0C-0638-41F3-A001-01D2607B81B4.jpg,ATT10_67EAF187-B59C-4F5F-BAAC-9F76E06A96D6.jpg,null,null,null,null,null,null,null,null,null,null
2020-03-01,Unverified,47.53754,-122.639263,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-01,Unverified,47.091218,-122.864415,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-01,Unverified,48.186024,-122.34468,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-02,Negative ID,48.550103,-119.741725,ATT261_unknownwasp3.jpg,null,null,null,null,null,null,null,null,null,null,null
2020-03-04,Negative ID,47.634119,-122.646627,ATT48_Screenshot_20200413-140416_Photos.jpg,null,null,null,null,null,null,null,null,null,null,null
2020-03-11,Unverified,46.978763,-123.898467,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-16,Unverified,48.419995,-122.33213,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-17,Unverified,47.181077,-122.117608,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-19,Negative ID,47.840041,-122.323562,ATT12_35736840-588C-47B3-B81B-454ABFAE6A53.jpg,ATT13_F162126B-4A5E-4068-92EB-95392E2F6919.jpg,ATT14_4EDB0785-9402-49B4-8FB6-CDBE0A3204E3.jpg,ATT15_B83CA488-6286-4934-BA68-A0BD5DF03D1F.jpg,null,null,null,null,null,null,null,null
2020-03-20,Unverified,48.93401,-122.48545,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-21,Unverified,47.639334,-122.200484,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-21,Unverified,48.725174,-122.503141,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-21,Unverified,48.833578,-122.543569,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-21,Unverified,47.30134,-122.565146,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-23,Negative ID,48.74361,-122.43905,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-23,Unverified,47.240541,-122.321905,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-24,Unverified,46.292763,-119.145959,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-24,Unverified,48.077702,-123.170761,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-26,Unverified,48.490758,-122.061753,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-27,Unverified,47.936452,-122.137477,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-29,Unverified,46.631711,-123.95339,null,null,null,null,null,null,null,null,null,null,null,null
2020-03-31,Negative ID,46.609918,-120.563107,ATT17_F38FCA9B-3D90-4079-8372-BA7A6D509BDF.jpg,null,null,null,null,null,null,null,null,null,null,null
2020-04-01,Unverified,46.809103,-120.914004,null,null,null,null,null,null,null,null,null,null,null,null
2020-04-01,Unverified,46.385863,-117.062473,null,null,null,null,null,null,null,null,null,null,null,null
2020-04-02,Unverified,48.144053,-123.160706,null,null,null,null,null,null,null,null,null,null,null,null
2020-04-02,Unverified,48.291902,-122.521527,null,null,null,null,null,null,null,null,null,null,null,null
2020-04-03,Unverified,47.440059,-122.220459,null,null,null,null,null,null,null,null,null,null,null,null
2020-04-05,Unverified,47.296898,-119.500329,null,null,null,null,null,null,null,null,null,null,null,null
2020-04-05,Unverified,46.240112,-122.915848,null,null,null,null,null,null,null,null,null,null,null,null
2020-04-05,Unverified,48.731977,-122.691497,null,null,null,null,null,null,null,null,null,null,null,null
2020-04-06,Unverified,47.526507,-122.324826,null,null,null,null,null,null,null,null,null,null,null,null
2020-04-06,Negative ID,47.156028,-123.013366,null,null,null,null,null,null,null,null,null,null,null,null
2020-04-06,Unverified,48.736447,-122.46473,null,null,null,null,null,null,null,null,null,null,null,null
2020-04-06,Unverified,47.526522,-122.324858,null,null,null,null,null,null,null,null,null,null,null,null
2020-04-06,Negative ID,48.278765,-122.647282,ATT144_9AF33686-8F13-4B10-A9B4-04064B48F131.jpg,null,null,null,null,null,null,null,null,null,null,null
2020-04-06,Unverified,47.370776,-120.138766,null,null,null,null,null,null,null,null,null,null,null,null
