02 25 Negative 48.936993 -122.783658
04 22 Negative 48.835478 -122.462557
05 26 Negative 48.152056 -117.260089
06 04 Negative 47.716728 -122.075062
06 08 Unverified 47.538492 -122.379784
06 19 Negative 47.234952 -120.006942
06 20 Unverified 47.707893 -117.438849
06 22 Unverified 47.318978 -119.557481
07 01 Unverified 47.665711 -122.326871
07 07 Unverified 48.498989 -122.676417
07 14 Unverified 46.976681 -119.369948
07 14 Unverified 47.822687 -122.343588
07 15 Negative 46.621715 -117.798804
07 20 Negative 47.31936 -119.55513
07 20 Negative 46.729429 -120.556863
07 20 Unverified 47.701216 -120.195674
07 20 Unverified 48.906189 -122.59582
08 05 Unverified 48.355217 -117.271249
08 06 Unverified 45.760272 -122.662414
08 16 Unverified 46.500337 -117.774936
09 20 Unverified 48.991273 -122.708296
01 20 Unverified 46.204805 -119.769015
01 20 Negative 46.491849 -117.085127
03 20 Unverified 47.372105 -122.460063
04 20 Unverified 47.8062 -122.1048
05 01 Unverified 47.375451 -122.168378
05 02 Negative 47.626955 -122.539736
05 05 Unverified 47.292402 -122.251238
05 09 Negative 47.203856 -124.200461
05 10 Unverified 46.833371 -120.066181
05 14 Unverified 47.57816 -122.21238
05 15 Unverified 48.924115 -122.255068
05 20 Negative 47.59787 -122.62958
05 20 Unverified 47.30505 -122.107544
05 22 Unverified 48.864727 -122.675513
05 31 Unverified 47.279815 -122.295034
06 01 Negative 47.554623 -122.098662
06 02 Unverified 47.417355 -122.637451
06 03 Unverified 47.930489 -119.018941
06 07 Unverified 47.583232 -122.653887
06 12 Unverified 47.896877 -122.323582
06 16 Negative 47.766765 -122.552735
06 19 Unverified 48.316977 -121.355142
06 20 Unverified 47.62986 -120.68945
06 20 Unverified 47.40177 -122.32429
06 20 Unverified 47.351682 -122.088907
06 21 Unverified 48.1496 -119.771316
06 22 Unverified 47.662922 -117.093958
06 25 Negative 47.84329 -120.02318
06 26 Unverified 47.185779 -122.512439
06 29 Unverified 46.534437 -119.879898
07 01 Unverified 46.207489 -119.765568
07 02 Unverified 48.118052 -123.464837
07 04 Unverified 47.593032 -119.369847
07 04 Unverified 47.319254 -119.557539
07 06 Unverified 46.940812 -119.963979
07 08 Unverified 47.530211 -119.492792
07 10 Unverified 47.527698 -122.260323
07 10 Negative 46.579221 -119.005588
07 11 Unverified 45.710586 -122.680722
07 11 Unverified 47.444541 -120.275693
07 11 Negative 46.417813 -117.033198
07 11 Unverified 47.858725 -119.1216
07 12 Unverified 48.936 -122.74729
07 13 Negative 47.221882 -119.99443
07 15 Unverified 46.605947 -120.427555
07 17 Unverified 47.487496 -118.958142
07 19 Unverified 48.50824 -122.23858
07 23 Unverified 48.664456 -122.395955
07 23 Unverified 48.948233 -122.748058
07 23 Negative 48.006763 -122.462053
07 24 Negative 47.373462 -120.141581
07 26 Unverified 47.391627 -119.485153
07 26 Unverified 47.541072 -120.282015
07 27 Unverified 48.550189 -117.318946
07 27 Unverified 46.612953 -120.462557
07 28 Unverified 47.73284 -122.17959
07 28 Unverified 45.710268 -120.696372
07 28 Negative 47.315424 -119.545603
07 28 Unverified 47.500026 -122.285134
07 29 Unverified 46.932082 -122.936608
08 01 Unverified 46.605612 -120.784695
08 01 Unverified 47.241486 -122.523165
08 01 Unverified 47.725219 -122.044406
08 01 Unverified 46.984884 -120.531094
08 01 Negative 45.586842 -122.300349
08 02 Unverified 46.815183 -122.987709
08 02 Unverified 45.732149 -122.342257
08 02 Unverified 48.752578 -122.622509
08 02 Unverified 47.267176 -122.466823
08 04 Unverified 46.596612 -120.446389
08 08 Negative 46.535196 -117.084754
08 10 Unverified 48.984144 -122.774438
08 11 Negative 47.763623 -122.541143
08 13 Unverified 46.673713 -123.781953
08 14 Unverified 46.894731 -122.631719
08 15 Unverified 47.371637 -122.106367
08 15 Unverified 48.721109 -122.328668
08 15 Unverified 47.368917 -122.673823
08 15 Unverified 47.91635 -122.390816
08 15 Unverified 48.10025 -119.786157
08 15 Unverified 46.457758 -119.02963
08 15 Unverified 47.243563 -122.340564
08 18 Unverified 47.345423 -122.082943
08 18 Unverified 46.23542 -119.09467
08 19 Negative 47.756278 -122.216833
08 20 Unverified 47.81214 -122.162168
08 21 Unverified 47.04437 -122.82324
08 21 Unverified 48.418776 -122.65316
08 22 Unverified 46.65404 -120.53113
08 24 Unverified 48.2281 -122.266252
08 24 Unverified 47.721485 -122.054518
08 25 Unverified 47.577932 -122.613999
08 25 Negative 48.698967 -122.906356
08 25 Negative 46.212198 -119.293372
08 25 Negative 47.767236 -122.203342
08 29 Unverified 48.049262 -122.540835
08 30 Unverified 47.79492 -122.52552
08 30 Negative 47.635058 -122.057332
08 31 Unverified 48.723779 -122.354431
09 01 Unverified 48.760013 -122.913326
09 01 Unverified 47.222441 -122.397369
09 01 Unverified 47.27375 -122.65107
09 01 Unverified 46.052824 -122.042818
09 07 Negative 47.395721 -123.105188
09 07 Unverified 47.64322 -122.31986
09 08 Unverified 47.296322 -119.583179
09 10 Unverified 47.784608 -122.220539
09 12 Unverified 47.896731 -122.323499
09 12 Negative 47.328 -122.58004
