r size: 4256
0, 1000.00000
10, 951.11013
20, 904.61048
30, 860.38419
40, 818.32004
50, 778.31191
60, 740.25800
70, 704.05965
80, 669.61999
90, 636.84427
100, 605.63975
110, 575.91362
120, 547.58127
130, 520.55661
140, 494.75897
150, 470.12326
160, 446.59400
170, 424.08053
180, 402.57219
190, 408.56351
200, 438.26378
210, 472.83032
220, 511.66576
230, 555.54063
240, 603.52116
250, 657.77697
260, 715.72218
270, 779.24207
280, 851.48135
290, 931.01035
300, 1020.47808
310, 1126.93346
320, 1241.64088
330, 1373.92376
340, 1527.41747
350, 1697.00258
360, 1897.96480
370, 1919.70535
380, 1748.66323
390, 1594.91719
400, 1449.53108
410, 1323.63016
420, 1206.51575
430, 1101.24713
440, 1006.50039
450, 919.95622
460, 841.26005
470, 771.77371
480, 704.22447
490, 646.28414
500, 593.79949
510, 542.98090
520, 498.60208
530, 456.67830
540, 419.66747
550, 394.01456
560, 442.16624
570, 496.86209
580, 555.47745
590, 636.19639
600, 709.62379
610, 798.77419
620, 890.50446
630, 1000.10384
640, 1137.09381
650, 1290.75192
660, 1464.58688
670, 1664.81528
680, 1873.94562
690, 2103.15843
700, 2379.65875
710, 2698.69587
720, 3032.22924
730, 3471.75152
740, 3137.74185
750, 2803.39359
760, 2513.41938
770, 2262.46076
780, 2033.11525
790, 1837.07206
800, 1650.62103
810, 1490.54810
820, 1349.51681
830, 1210.18553
840, 1095.99466
850, 993.03167
860, 898.99765
870, 812.83296
880, 735.91823
890, 663.90107
900, 602.94110
910, 548.07604
920, 568.87517
930, 641.58233
940, 733.88205
950, 829.22049
960, 943.61184
970, 1051.82865
980, 1190.56275
990, 1335.27704
1000, 1508.32603
1010, 1729.93586
1020, 1952.43870
1030, 2229.68515
1040, 2490.40637
1050, 2903.46507
1060, 3222.99069
1070, 3624.70586
1080, 4059.76129
1090, 4614.21535
1100, 4605.22093
1110, 4112.72834
1120, 3692.15474
1130, 3319.72293
1140, 2997.63838
1150, 2696.49811
1160, 2425.38849
1170, 2183.75593
1180, 1972.11572
1190, 1783.72216
1200, 1618.78321
1210, 1463.78251
1220, 1327.22336
1230, 1204.53464
1240, 1090.75055
1250, 985.72731
1260, 894.73939
1270, 808.38543
1280, 751.75489
1290, 852.26425
1300, 958.91449
1310, 1093.92997
1320, 1244.85827
1330, 1414.84805
1340, 1600.73259
1350, 1834.69184
1360, 2082.77421
1370, 2347.83618
1380, 2632.99075
1390, 2992.77686
1400, 3356.93463
1410, 3805.35211
1420, 4298.16902
1430, 4921.86289
1440, 5502.22557
1450, 6213.62543
1460, 6938.71010
1470, 6242.18784
1480, 5592.43639
1490, 5032.95118
1500, 4542.30916
1510, 4100.81765
1520, 3688.58704
1530, 3350.56835
1540, 3025.66111
1550, 2720.07692
1560, 2461.18713
1570, 2232.50004
1580, 2029.83483
1590, 1834.66471
1600, 1663.08433
1610, 1510.93982
1620, 1378.32440
1630, 1255.61230
1640, 1143.71570
1650, 1187.64310
1660, 1347.46432
1670, 1529.94791
1680, 1727.73304
1690, 1950.74645
1700, 2198.74991
1710, 2514.82700
1720, 2834.66737
1730, 3240.46789
1740, 3656.60756
1750, 4150.67168
1760, 4691.92043
1770, 5320.95678
1780, 6029.07877
1790, 6829.18162
1800, 7689.00158
1810, 8677.58748
1820, 9754.61559
1830, 9807.25706
1840, 8840.01211
1850, 8006.30044
1860, 7220.64878
1870, 6529.49415
1880, 5885.63745
1890, 5330.35339
1900, 4850.95021
1910, 4395.58337
1920, 3984.20662
1930, 3639.55778
1940, 3301.88287
1950, 3009.88738
1960, 2734.17010
1970, 2490.72108
1980, 2269.12775
1990, 2075.13988
2000, 1892.06547
2010, 1767.37731
2020, 2003.46139
2030, 2240.84098
2040, 2544.10328
2050, 2869.80207
2060, 3279.83968
2070, 3707.56399
2080, 4192.43036
2090, 4727.75597
2100, 5348.60365
2110, 6040.42945
2120, 6915.97208
2130, 7779.38160
2140, 8840.28314
2150, 9861.20061
2160, 11211.93468
2170, 12795.82969
2180, 14310.87630
2190, 16183.26537
2200, 14653.61475
2210, 13291.50218
2220, 12008.47962
2230, 10809.97278
2240, 9772.81597
2250, 8872.62801
2260, 8064.80776
2270, 7303.53585
2280, 6637.87671
2290, 6046.50698
2300, 5516.92508
2310, 5036.52034
2320, 4596.39594
2330, 4189.35533
2340, 3836.84818
2350, 3515.57486
2360, 3228.31769
2370, 2958.98092
2380, 3067.74938
2390, 3444.44284
2400, 3848.52479
2410, 4326.11985
2420, 4907.01014
2430, 5557.63363
2440, 6206.70621
2450, 6980.31874
2460, 7858.40882
2470, 8812.48318
2480, 9780.78602
2490, 10979.78192
2500, 12437.31729
2510, 13994.46206
2520, 15796.39514
2530, 17981.97915
2540, 20148.86932
2550, 22572.96061
2560, 22946.87119
2570, 20906.57548
2580, 18964.54219
2590, 17259.67291
2600, 15795.38810
2610, 14403.45944
2620, 13092.43431
2630, 11961.56073
2640, 10920.88592
2650, 10000.03768
2660, 9167.87679
2670, 8444.14657
2680, 7764.38841
2690, 7157.84645
2700, 6607.95105
2710, 6084.51877
2720, 5602.70734
2730, 5163.31142
2740, 4852.84387
2750, 5463.08168
2760, 6131.45975
2770, 6897.27142
2780, 7737.46479
2790, 8718.07582
2800, 9844.63857
2810, 11144.77899
2820, 12578.62480
2830, 14260.03448
2840, 15907.26316
2850, 17885.27505
2860, 20270.65511
2870, 22711.39142
2880, 25581.75887
2890, 28803.74442
2900, 32588.75494
2910, 36675.52405
2920, 41191.06954
2930, 37550.80660
2940, 34273.33462
2950, 31295.51072
2960, 28742.34297
2970, 26256.77847
2980, 24055.88664
2990, 22028.86945
3000, 20219.95853
3010, 18545.83409
3020, 17072.96075
3030, 15707.71223
3040, 14474.43453
3050, 13315.57676
3060, 12306.53824
3070, 11380.02313
3080, 10531.48595
3090, 9743.37831
3100, 9027.00169
3110, 9377.05965
3120, 10536.83697
3130, 11858.42828
3140, 13314.31948
3150, 14869.17507
3160, 16844.42354
3170, 18777.07239
3180, 21027.41750
3190, 23609.75028
3200, 26614.82552
3210, 29849.35228
3220, 33060.07055
3230, 37210.36367
3240, 41887.99402
3250, 47030.28881
3260, 52728.06381
3270, 58513.95362
3280, 65969.03416
3290, 67135.81868
3300, 61391.03724
3310, 56248.70439
3320, 51660.60062
3330, 47551.75409
3340, 43673.61464
3350, 40310.47480
3360, 37122.19530
3370, 34221.50954
3380, 31572.74957
3390, 29166.78902
3400, 27016.82288
3410, 24972.14535
3420, 23136.54729
3430, 21421.84352
3440, 19940.59107
3450, 18571.16686
3460, 17284.03416
3470, 16368.84055
3480, 18385.41376
3490, 20637.32560
3500, 23005.13443
3510, 25892.24819
3520, 29174.34533
3530, 32616.24513
3540, 36610.21310
3550, 41176.67380
3560, 46027.34536
3570, 51668.20537
3580, 58005.53191
3590, 65281.36794
3600, 72690.55189
3610, 81129.42327
3620, 91284.93243
3630, 102804.61877
3640, 115869.02211
3650, 131232.45667
