latitude, longitude, count
45.14277, -125.09671, 0.00000, 0.00000
45.14277, -124.96010, 0.00000, 0.00000
45.14277, -124.82350, 0.00000, 0.00000
45.14277, -124.68689, 0.00000, 0.00000
45.14277, -124.55028, 0.00000, 0.00000
45.14277, -124.41368, 0.00000, 0.00000
45.14277, -124.27707, 0.00000, 0.00001
45.14277, -124.14046, 0.06404, 0.00001
45.14277, -124.00386, 1.38552, 0.00002
45.14277, -123.86725, 1.77471, 0.00005
45.14277, -123.73064, 0.38624, 0.00037
45.14277, -123.59404, 0.07623, 0.00288
45.14277, -123.45743, 0.01393, 0.01851
45.14277, -123.32082, 0.00333, 0.09275
45.14277, -123.18422, 0.00194, 0.35728
45.14277, -123.04761, 0.00168, 1.05344
45.14277, -122.91100, 0.00165, 2.37703
45.14277, -122.77439, 0.00217, 4.11157
45.14277, -122.63779, 0.00305, 5.47017
45.14277, -122.50118, 0.00481, 5.62975
45.14277, -122.36457, 0.00786, 4.52572
45.14277, -122.22797, 0.01497, 2.89359
45.14277, -122.09136, 0.03163, 1.52773
45.14277, -121.95475, 0.06652, 0.72396
45.14277, -121.81815, 0.12013, 0.36487
45.14277, -121.68154, 0.18794, 0.24225
45.14277, -121.54493, 0.20776, 0.21718
45.14277, -121.40833, 0.19249, 0.22270
45.14277, -121.27172, 0.16454, 0.23405
45.14277, -121.13511, 0.13962, 0.24483
45.14277, -120.99851, 0.13075, 0.25040
45.14277, -120.86190, 0.11093, 0.24420
45.14277, -120.72529, 0.09901, 0.22237
45.14277, -120.58869, 0.09574, 0.18802
45.14277, -120.45208, 0.08469, 0.14963
45.14277, -120.31547, 0.09812, 0.11404
45.14277, -120.17887, 0.09476, 0.08303
45.14277, -120.04226, 0.09595, 0.05689
45.14277, -119.90565, 0.09150, 0.03726
45.14277, -119.76905, 0.11552, 0.02471
45.14277, -119.63244, 0.10078, 0.01696
45.14277, -119.49583, 0.09830, 0.01138
45.14277, -119.35922, 0.09483, 0.00720
45.14277, -119.22262, 0.12084, 0.00458
45.14277, -119.08601, 0.08670, 0.00327
45.14277, -118.94940, 0.11925, 0.00274
45.14277, -118.81280, 0.05273, 0.00270
45.14277, -118.67619, 0.04066, 0.00304
45.14277, -118.53958, 0.03205, 0.00352
45.14277, -118.40298, 0.02100, 0.00367
45.14277, -118.26637, 0.01551, 0.00318
45.14277, -118.12976, 0.01309, 0.00224
45.14277, -117.99316, 0.01220, 0.00134
45.14277, -117.85655, 0.02328, 0.00076
45.14277, -117.71994, 0.02698, 0.00044
45.14277, -117.58334, 0.03586, 0.00025
45.14277, -117.44673, 0.02361, 0.00015
45.14277, -117.31012, 0.04436, 0.00009
45.14277, -117.17352, 0.01441, 0.00006
45.14277, -117.03691, 0.02019, 0.00004
45.14277, -116.90030, 0.02392, 0.00003
45.14277, -116.76370, 0.01370, 0.00001
45.14277, -116.62709, 0.02244, 0.00001
45.14277, -116.49048, 0.01569, 0.00000
45.14277, -116.35388, 0.02878, 0.00000
45.25093, -125.09671, 0.00000, 0.00000
45.25093, -124.96010, 0.00000, 0.00000
45.25093, -124.82350, 0.00000, 0.00000
45.25093, -124.68689, 0.00000, 0.00000
45.25093, -124.55028, 0.00000, 0.00001
45.25093, -124.41368, 0.00000, 0.00003
45.25093, -124.27707, 0.00000, 0.00006
45.25093, -124.14046, 0.01523, 0.00009
45.25093, -124.00386, 0.91792, 0.00012
45.25093, -123.86725, 0.86653, 0.00023
45.25093, -123.73064, 0.26026, 0.00106
45.25093, -123.59404, 0.04504, 0.00706
45.25093, -123.45743, 0.01066, 0.04289
45.25093, -123.32082, 0.00362, 0.20958
45.25093, -123.18422, 0.00239, 0.79525
45.25093, -123.04761, 0.00230, 2.31867
45.25093, -122.91100, 0.00248, 5.18144
45.25093, -122.77439, 0.00322, 8.88081
45.25093, -122.63779, 0.00388, 11.70964
45.25093, -122.50118, 0.00603, 11.94457
45.25093, -122.36457, 0.01034, 9.52141
45.25093, -122.22797, 0.01970, 6.04648
45.25093, -122.09136, 0.04438, 3.18684
45.25093, -121.95475, 0.08979, 1.52811
45.25093, -121.81815, 0.16049, 0.79998
45.25093, -121.68154, 0.21526, 0.56047
45.25093, -121.54493, 0.23587, 0.51713
45.25093, -121.40833, 0.22108, 0.52861
45.25093, -121.27172, 0.20280, 0.54848
45.25093, -121.13511, 0.18533, 0.57326
45.25093, -120.99851, 0.15318, 0.59670
45.25093, -120.86190, 0.13083, 0.59730
45.25093, -120.72529, 0.10994, 0.55612
45.25093, -120.58869, 0.10191, 0.47664
45.25093, -120.45208, 0.09549, 0.38215
45.25093, -120.31547, 0.09589, 0.29341
45.25093, -120.17887, 0.09169, 0.21664
45.25093, -120.04226, 0.09488, 0.15267
45.25093, -119.90565, 0.10340, 0.10511
45.25093, -119.76905, 0.10602, 0.07458
45.25093, -119.63244, 0.09175, 0.05483
45.25093, -119.49583, 0.07111, 0.03965
45.25093, -119.35922, 0.07092, 0.02793
45.25093, -119.22262, 0.04854, 0.02032
45.25093, -119.08601, 0.03733, 0.01588
45.25093, -118.94940, 0.04273, 0.01330
45.25093, -118.81280, 0.03726, 0.01239
45.25093, -118.67619, 0.02328, 0.01331
45.25093, -118.53958, 0.01442, 0.01514
45.25093, -118.40298, 0.01145, 0.01578
45.25093, -118.26637, 0.00907, 0.01372
45.25093, -118.12976, 0.01027, 0.00974
45.25093, -117.99316, 0.00925, 0.00591
45.25093, -117.85655, 0.01029, 0.00341
45.25093, -117.71994, 0.00953, 0.00203
45.25093, -117.58334, 0.01592, 0.00123
45.25093, -117.44673, 0.01636, 0.00075
45.25093, -117.31012, 0.02219, 0.00050
45.25093, -117.17352, 0.00961, 0.00038
45.25093, -117.03691, 0.00634, 0.00029
45.25093, -116.90030, 0.00905, 0.00020
45.25093, -116.76370, 0.00430, 0.00011
45.25093, -116.62709, 0.00470, 0.00005
45.25093, -116.49048, 0.01140, 0.00002
45.25093, -116.35388, 0.02833, 0.00000
45.35909, -125.09671, 0.00000, 0.00000
45.35909, -124.96010, 0.00000, 0.00000
45.35909, -124.82350, 0.00000, 0.00000
45.35909, -124.68689, 0.00000, 0.00002
45.35909, -124.55028, 0.00000, 0.00007
45.35909, -124.41368, 0.00000, 0.00018
45.35909, -124.27707, 0.00000, 0.00035
45.35909, -124.14046, 0.00868, 0.00054
45.35909, -124.00386, 0.25861, 0.00068
45.35909, -123.86725, 0.39191, 0.00100
45.35909, -123.73064, 0.14047, 0.00301
45.35909, -123.59404, 0.04023, 0.01571
45.35909, -123.45743, 0.01110, 0.08633
45.35909, -123.32082, 0.00473, 0.40364
45.35909, -123.18422, 0.00338, 1.49636
45.35909, -123.04761, 0.00298, 4.29790
45.35909, -122.91100, 0.00319, 9.49505
45.35909, -122.77439, 0.00330, 16.11495
45.35909, -122.63779, 0.00558, 21.05561
45.35909, -122.50118, 0.00745, 21.29200
45.35909, -122.36457, 0.01275, 16.83497
45.35909, -122.22797, 0.02471, 10.62155
45.35909, -122.09136, 0.05013, 5.58980
45.35909, -121.95475, 0.10657, 2.71345
45.35909, -121.81815, 0.18662, 1.47582
45.35909, -121.68154, 0.24376, 1.08752
45.35909, -121.54493, 0.26119, 1.02890
45.35909, -121.40833, 0.24867, 1.04867
45.35909, -121.27172, 0.22961, 1.07725
45.35909, -121.13511, 0.20024, 1.12972
45.35909, -120.99851, 0.16511, 1.20137
45.35909, -120.86190, 0.13811, 1.23564
45.35909, -120.72529, 0.11767, 1.17412
45.35909, -120.58869, 0.10539, 1.01666
45.35909, -120.45208, 0.10012, 0.81837
45.35909, -120.31547, 0.09986, 0.63172
45.35909, -120.17887, 0.09608, 0.47365
45.35909, -120.04226, 0.09888, 0.34558
45.35909, -119.90565, 0.08857, 0.25276
45.35909, -119.76905, 0.08068, 0.19367
45.35909, -119.63244, 0.06699, 0.15399
45.35909, -119.49583, 0.04843, 0.12227
45.35909, -119.35922, 0.03665, 0.09781
45.35909, -119.22262, 0.02453, 0.08079
45.35909, -119.08601, 0.01755, 0.06725
45.35909, -118.94940, 0.01470, 0.05536
45.35909, -118.81280, 0.01249, 0.04829
45.35909, -118.67619, 0.01035, 0.04890
45.35909, -118.53958, 0.00774, 0.05427
45.35909, -118.40298, 0.00601, 0.05633
45.35909, -118.26637, 0.00450, 0.04917
45.35909, -118.12976, 0.00597, 0.03520
45.35909, -117.99316, 0.00636, 0.02170
45.35909, -117.85655, 0.00690, 0.01283
45.35909, -117.71994, 0.00721, 0.00789
45.35909, -117.58334, 0.01043, 0.00500
45.35909, -117.44673, 0.00860, 0.00333
45.35909, -117.31012, 0.00900, 0.00253
45.35909, -117.17352, 0.00350, 0.00214
45.35909, -117.03691, 0.00190, 0.00177
45.35909, -116.90030, 0.00111, 0.00126
45.35909, -116.76370, 0.00120, 0.00072
45.35909, -116.62709, 0.00179, 0.00032
45.35909, -116.49048, 0.00366, 0.00011
45.35909, -116.35388, 0.00630, 0.00003
45.46725, -125.09671, 0.00000, 0.00000
45.46725, -124.96010, 0.00000, 0.00000
45.46725, -124.82350, 0.00000, 0.00002
45.46725, -124.68689, 0.00000, 0.00010
45.46725, -124.55028, 0.00000, 0.00035
