latitude, longitude, count
45.14277, -125.09671, 0.00000, 0.00000
45.14277, -124.96010, 0.00000, 0.00000
45.14277, -124.82350, 0.00000, 0.00000
45.14277, -124.68689, 0.00000, 0.00000
45.14277, -124.55028, 0.00000, 0.00000
45.14277, -124.41368, 0.00000, 0.00000
45.14277, -124.27707, 0.00000, 0.00001
45.14277, -124.14046, 0.04700, 0.00001
45.14277, -124.00386, 0.67851, 0.00002
45.14277, -123.86725, 0.47078, 0.00005
45.14277, -123.73064, 0.13785, 0.00037
45.14277, -123.59404, 0.02945, 0.00288
45.14277, -123.45743, 0.00783, 0.01851
45.14277, -123.32082, 0.00325, 0.09275
45.14277, -123.18422, 0.00205, 0.35728
45.14277, -123.04761, 0.00175, 1.05344
45.14277, -122.91100, 0.00184, 2.37703
45.14277, -122.77439, 0.00225, 4.11157
45.14277, -122.63779, 0.00311, 5.47017
45.14277, -122.50118, 0.00482, 5.62975
45.14277, -122.36457, 0.00834, 4.52572
45.14277, -122.22797, 0.01606, 2.89359
45.14277, -122.09136, 0.03345, 1.52773
45.14277, -121.95475, 0.06993, 0.72396
45.14277, -121.81815, 0.12805, 0.36487
45.14277, -121.68154, 0.18071, 0.24225
45.14277, -121.54493, 0.19812, 0.21718
45.14277, -121.40833, 0.18985, 0.22270
45.14277, -121.27172, 0.17234, 0.23405
45.14277, -121.13511, 0.15165, 0.24483
45.14277, -120.99851, 0.13097, 0.25040
45.14277, -120.86190, 0.11361, 0.24420
45.14277, -120.72529, 0.10154, 0.22237
45.14277, -120.58869, 0.09482, 0.18802
45.14277, -120.45208, 0.09205, 0.14963
45.14277, -120.31547, 0.09157, 0.11404
45.14277, -120.17887, 0.09302, 0.08303
45.14277, -120.04226, 0.09675, 0.05689
45.14277, -119.90565, 0.10097, 0.03726
45.14277, -119.76905, 0.10087, 0.02471
45.14277, -119.63244, 0.09481, 0.01696
45.14277, -119.49583, 0.08741, 0.01138
45.14277, -119.35922, 0.08193, 0.00720
45.14277, -119.22262, 0.07607, 0.00458
45.14277, -119.08601, 0.06638, 0.00327
45.14277, -118.94940, 0.05363, 0.00274
45.14277, -118.81280, 0.04022, 0.00270
45.14277, -118.67619, 0.02808, 0.00304
45.14277, -118.53958, 0.01916, 0.00352
45.14277, -118.40298, 0.01384, 0.00367
45.14277, -118.26637, 0.01134, 0.00318
45.14277, -118.12976, 0.01087, 0.00224
45.14277, -117.99316, 0.01188, 0.00134
45.14277, -117.85655, 0.01359, 0.00076
45.14277, -117.71994, 0.01507, 0.00044
45.14277, -117.58334, 0.01616, 0.00025
45.14277, -117.44673, 0.01676, 0.00015
45.14277, -117.31012, 0.01580, 0.00009
45.14277, -117.17352, 0.01281, 0.00006
45.14277, -117.03691, 0.00919, 0.00004
45.14277, -116.90030, 0.00628, 0.00003
45.14277, -116.76370, 0.00438, 0.00001
45.14277, -116.62709, 0.00336, 0.00001
45.14277, -116.49048, 0.00326, 0.00000
45.14277, -116.35388, 0.00317, 0.00000
45.25093, -125.09671, 0.00000, 0.00000
45.25093, -124.96010, 0.00000, 0.00000
45.25093, -124.82350, 0.00000, 0.00000
45.25093, -124.68689, 0.00000, 0.00000
45.25093, -124.55028, 0.00000, 0.00001
45.25093, -124.41368, 0.00000, 0.00003
45.25093, -124.27707, 0.00000, 0.00006
45.25093, -124.14046, 0.01525, 0.00009
45.25093, -124.00386, 0.40162, 0.00012
45.25093, -123.86725, 0.34235, 0.00023
45.25093, -123.73064, 0.13682, 0.00106
45.25093, -123.59404, 0.03821, 0.00706
45.25093, -123.45743, 0.01131, 0.04289
45.25093, -123.32082, 0.00473, 0.20958
45.25093, -123.18422, 0.00290, 0.79525
45.25093, -123.04761, 0.00242, 2.31867
45.25093, -122.91100, 0.00250, 5.18144
45.25093, -122.77439, 0.00302, 8.88081
45.25093, -122.63779, 0.00417, 11.70964
45.25093, -122.50118, 0.00646, 11.94457
45.25093, -122.36457, 0.01120, 9.52141
45.25093, -122.22797, 0.02160, 6.04648
45.25093, -122.09136, 0.04490, 3.18684
45.25093, -121.95475, 0.09282, 1.52811
45.25093, -121.81815, 0.16585, 0.79998
45.25093, -121.68154, 0.22633, 0.56047
45.25093, -121.54493, 0.24302, 0.51713
45.25093, -121.40833, 0.23307, 0.52861
45.25093, -121.27172, 0.21359, 0.54848
45.25093, -121.13511, 0.18804, 0.57326
45.25093, -120.99851, 0.16007, 0.59670
45.25093, -120.86190, 0.13578, 0.59730
45.25093, -120.72529, 0.11896, 0.55612
45.25093, -120.58869, 0.10978, 0.47664
45.25093, -120.45208, 0.10604, 0.38215
45.25093, -120.31547, 0.10509, 0.29341
45.25093, -120.17887, 0.10571, 0.21664
45.25093, -120.04226, 0.10748, 0.15267
45.25093, -119.90565, 0.10768, 0.10511
45.25093, -119.76905, 0.10170, 0.07458
45.25093, -119.63244, 0.08974, 0.05483
45.25093, -119.49583, 0.07679, 0.03965
45.25093, -119.35922, 0.06507, 0.02793
45.25093, -119.22262, 0.05378, 0.02032
45.25093, -119.08601, 0.04322, 0.01588
45.25093, -118.94940, 0.03455, 0.01330
45.25093, -118.81280, 0.02708, 0.01239
45.25093, -118.67619, 0.01993, 0.01331
45.25093, -118.53958, 0.01411, 0.01514
45.25093, -118.40298, 0.01043, 0.01578
45.25093, -118.26637, 0.00866, 0.01372
45.25093, -118.12976, 0.00834, 0.00974
45.25093, -117.99316, 0.00909, 0.00591
45.25093, -117.85655, 0.01028, 0.00341
45.25093, -117.71994, 0.01114, 0.00203
45.25093, -117.58334, 0.01151, 0.00123
45.25093, -117.44673, 0.01120, 0.00075
45.25093, -117.31012, 0.00957, 0.00050
45.25093, -117.17352, 0.00693, 0.00038
45.25093, -117.03691, 0.00448, 0.00029
45.25093, -116.90030, 0.00283, 0.00020
45.25093, -116.76370, 0.00186, 0.00011
45.25093, -116.62709, 0.00136, 0.00005
45.25093, -116.49048, 0.00126, 0.00002
45.25093, -116.35388, 0.00143, 0.00000
45.35909, -125.09671, 0.00000, 0.00000
45.35909, -124.96010, 0.00000, 0.00000
45.35909, -124.82350, 0.00000, 0.00000
45.35909, -124.68689, 0.00000, 0.00002
45.35909, -124.55028, 0.00000, 0.00007
45.35909, -124.41368, 0.00000, 0.00018
45.35909, -124.27707, 0.00000, 0.00035
45.35909, -124.14046, 0.00715, 0.00054
45.35909, -124.00386, 0.18141, 0.00068
45.35909, -123.86725, 0.21099, 0.00100
45.35909, -123.73064, 0.12654, 0.00301
45.35909, -123.59404, 0.04764, 0.01571
45.35909, -123.45743, 0.01619, 0.08633
45.35909, -123.32082, 0.00682, 0.40364
45.35909, -123.18422, 0.00399, 1.49636
45.35909, -123.04761, 0.00315, 4.29790
45.35909, -122.91100, 0.00313, 9.49505
45.35909, -122.77439, 0.00371, 16.11495
45.35909, -122.63779, 0.00505, 21.05561
45.35909, -122.50118, 0.00778, 21.29200
45.35909, -122.36457, 0.01351, 16.83497
45.35909, -122.22797, 0.02609, 10.62155
45.35909, -122.09136, 0.05415, 5.58980
45.35909, -121.95475, 0.11045, 2.71345
45.35909, -121.81815, 0.19128, 1.47582
45.35909, -121.68154, 0.25178, 1.08752
45.35909, -121.54493, 0.26611, 1.02890
45.35909, -121.40833, 0.25670, 1.04867
45.35909, -121.27172, 0.23778, 1.07725
45.35909, -121.13511, 0.20904, 1.12972
45.35909, -120.99851, 0.17487, 1.20137
45.35909, -120.86190, 0.14487, 1.23564
45.35909, -120.72529, 0.12461, 1.17412
45.35909, -120.58869, 0.11401, 1.01666
45.35909, -120.45208, 0.11004, 0.81837
45.35909, -120.31547, 0.10909, 0.63172
45.35909, -120.17887, 0.10890, 0.47365
45.35909, -120.04226, 0.10794, 0.34558
45.35909, -119.90565, 0.10299, 0.25276
45.35909, -119.76905, 0.09122, 0.19367
45.35909, -119.63244, 0.07509, 0.15399
45.35909, -119.49583, 0.05898, 0.12227
45.35909, -119.35922, 0.04444, 0.09781
45.35909, -119.22262, 0.03234, 0.08079
45.35909, -119.08601, 0.02406, 0.06725
45.35909, -118.94940, 0.01945, 0.05536
45.35909, -118.81280, 0.01644, 0.04829
45.35909, -118.67619, 0.01317, 0.04890
45.35909, -118.53958, 0.00991, 0.05427
45.35909, -118.40298, 0.00761, 0.05633
45.35909, -118.26637, 0.00647, 0.04917
45.35909, -118.12976, 0.00631, 0.03520
45.35909, -117.99316, 0.00687, 0.02170
45.35909, -117.85655, 0.00766, 0.01283
45.35909, -117.71994, 0.00811, 0.00789
45.35909, -117.58334, 0.00803, 0.00500
45.35909, -117.44673, 0.00720, 0.00333
45.35909, -117.31012, 0.00543, 0.00253
45.35909, -117.17352, 0.00343, 0.00214
45.35909, -117.03691, 0.00199, 0.00177
45.35909, -116.90030, 0.00116, 0.00126
45.35909, -116.76370, 0.00072, 0.00072
45.35909, -116.62709, 0.00051, 0.00032
45.35909, -116.49048, 0.00047, 0.00011
45.35909, -116.35388, 0.00052, 0.00003
45.46725, -125.09671, 0.00000, 0.00000
45.46725, -124.96010, 0.00000, 0.00000
45.46725, -124.82350, 0.00000, 0.00002
45.46725, -124.68689, 0.00000, 0.00010
45.46725, -124.55028, 0.00000, 0.00035
