latitude, longitude, count
45.14277, -125.09671, 0.00000, 0.00000
45.14277, -124.96010, 0.00000, 0.00000
45.14277, -124.82350, 0.00000, 0.00000
45.14277, -124.68689, 0.00000, 0.00000
45.14277, -124.55028, 0.00000, 0.00000
45.14277, -124.41368, 0.00000, 0.00000
45.14277, -124.27707, 0.00000, 0.00001
45.14277, -124.14046, 0.08834, 0.00001
45.14277, -124.00386, 2.27002, 0.00002
45.14277, -123.86725, 2.01985, 0.00005
45.14277, -123.73064, 0.30386, 0.00037
45.14277, -123.59404, 0.03656, 0.00288
45.14277, -123.45743, 0.01169, 0.01851
45.14277, -123.32082, 0.00383, 0.09275
45.14277, -123.18422, 0.00203, 0.35728
45.14277, -123.04761, 0.00171, 1.05344
45.14277, -122.91100, 0.00185, 2.37703
45.14277, -122.77439, 0.00213, 4.11157
45.14277, -122.63779, 0.00297, 5.47017
45.14277, -122.50118, 0.00598, 5.62975
45.14277, -122.36457, 0.00903, 4.52572
45.14277, -122.22797, 0.01661, 2.89359
45.14277, -122.09136, 0.03576, 1.52773
45.14277, -121.95475, 0.07782, 0.72396
45.14277, -121.81815, 0.13907, 0.36487
45.14277, -121.68154, 0.19674, 0.24225
45.14277, -121.54493, 0.20692, 0.21718
45.14277, -121.40833, 0.20277, 0.22270
45.14277, -121.27172, 0.18662, 0.23405
45.14277, -121.13511, 0.15901, 0.24483
45.14277, -120.99851, 0.13685, 0.25040
45.14277, -120.86190, 0.12107, 0.24420
45.14277, -120.72529, 0.10393, 0.22237
45.14277, -120.58869, 0.10441, 0.18802
45.14277, -120.45208, 0.10044, 0.14963
45.14277, -120.31547, 0.10239, 0.11404
45.14277, -120.17887, 0.10954, 0.08303
45.14277, -120.04226, 0.11970, 0.05689
45.14277, -119.90565, 0.10690, 0.03726
45.14277, -119.76905, 0.12383, 0.02471
45.14277, -119.63244, 0.10361, 0.01696
45.14277, -119.49583, 0.12156, 0.01138
45.14277, -119.35922, 0.10771, 0.00720
45.14277, -119.22262, 0.11130, 0.00458
45.14277, -119.08601, 0.11037, 0.00327
45.14277, -118.94940, 0.11877, 0.00274
45.14277, -118.81280, 0.07559, 0.00270
45.14277, -118.67619, 0.03957, 0.00304
45.14277, -118.53958, 0.03125, 0.00352
45.14277, -118.40298, 0.01826, 0.00367
45.14277, -118.26637, 0.01596, 0.00318
45.14277, -118.12976, 0.01680, 0.00224
45.14277, -117.99316, 0.01850, 0.00134
45.14277, -117.85655, 0.02219, 0.00076
45.14277, -117.71994, 0.03917, 0.00044
45.14277, -117.58334, 0.04617, 0.00025
45.14277, -117.44673, 0.02612, 0.00015
45.14277, -117.31012, 0.03237, 0.00009
45.14277, -117.17352, 0.02580, 0.00006
45.14277, -117.03691, 0.03535, 0.00004
45.14277, -116.90030, 0.03639, 0.00003
45.14277, -116.76370, 0.04467, 0.00001
45.14277, -116.62709, 0.03500, 0.00001
45.14277, -116.49048, 0.02181, 0.00000
45.14277, -116.35388, 0.01864, 0.00000
45.25093, -125.09671, 0.00000, 0.00000
45.25093, -124.96010, 0.00000, 0.00000
45.25093, -124.82350, 0.00000, 0.00000
45.25093, -124.68689, 0.00000, 0.00000
45.25093, -124.55028, 0.00000, 0.00001
45.25093, -124.41368, 0.00000, 0.00003
45.25093, -124.27707, 0.00000, 0.00006
45.25093, -124.14046, 0.04279, 0.00009
45.25093, -124.00386, 1.47103, 0.00012
45.25093, -123.86725, 0.63630, 0.00023
45.25093, -123.73064, 0.29293, 0.00106
45.25093, -123.59404, 0.04987, 0.00706
45.25093, -123.45743, 0.01358, 0.04289
45.25093, -123.32082, 0.00423, 0.20958
45.25093, -123.18422, 0.00269, 0.79525
45.25093, -123.04761, 0.00232, 2.31867
45.25093, -122.91100, 0.00264, 5.18144
45.25093, -122.77439, 0.00306, 8.88081
45.25093, -122.63779, 0.00426, 11.70964
45.25093, -122.50118, 0.00673, 11.94457
45.25093, -122.36457, 0.01146, 9.52141
45.25093, -122.22797, 0.02145, 6.04648
45.25093, -122.09136, 0.04779, 3.18684
45.25093, -121.95475, 0.10030, 1.52811
45.25093, -121.81815, 0.17280, 0.79998
45.25093, -121.68154, 0.23506, 0.56047
45.25093, -121.54493, 0.25379, 0.51713
45.25093, -121.40833, 0.23784, 0.52861
45.25093, -121.27172, 0.22708, 0.54848
45.25093, -121.13511, 0.19378, 0.57326
45.25093, -120.99851, 0.16519, 0.59670
45.25093, -120.86190, 0.13845, 0.59730
45.25093, -120.72529, 0.11931, 0.55612
45.25093, -120.58869, 0.10821, 0.47664
45.25093, -120.45208, 0.10734, 0.38215
45.25093, -120.31547, 0.10780, 0.29341
45.25093, -120.17887, 0.10363, 0.21664
45.25093, -120.04226, 0.10954, 0.15267
45.25093, -119.90565, 0.10268, 0.10511
45.25093, -119.76905, 0.08978, 0.07458
45.25093, -119.63244, 0.09901, 0.05483
45.25093, -119.49583, 0.08595, 0.03965
45.25093, -119.35922, 0.06835, 0.02793
45.25093, -119.22262, 0.05792, 0.02032
45.25093, -119.08601, 0.04564, 0.01588
45.25093, -118.94940, 0.04318, 0.01330
45.25093, -118.81280, 0.03056, 0.01239
45.25093, -118.67619, 0.02127, 0.01331
45.25093, -118.53958, 0.01511, 0.01514
45.25093, -118.40298, 0.01086, 0.01578
45.25093, -118.26637, 0.00985, 0.01372
45.25093, -118.12976, 0.00688, 0.00974
45.25093, -117.99316, 0.01139, 0.00591
45.25093, -117.85655, 0.01476, 0.00341
45.25093, -117.71994, 0.01589, 0.00203
45.25093, -117.58334, 0.00805, 0.00123
45.25093, -117.44673, 0.01134, 0.00075
45.25093, -117.31012, 0.01092, 0.00050
45.25093, -117.17352, 0.01365, 0.00038
45.25093, -117.03691, 0.01243, 0.00029
45.25093, -116.90030, 0.00599, 0.00020
45.25093, -116.76370, 0.00846, 0.00011
45.25093, -116.62709, 0.00413, 0.00005
45.25093, -116.49048, 0.00763, 0.00002
45.25093, -116.35388, 0.01589, 0.00000
45.35909, -125.09671, 0.00000, 0.00000
45.35909, -124.96010, 0.00000, 0.00000
45.35909, -124.82350, 0.00000, 0.00000
45.35909, -124.68689, 0.00000, 0.00002
45.35909, -124.55028, 0.00000, 0.00007
45.35909, -124.41368, 0.00000, 0.00018
45.35909, -124.27707, 0.00000, 0.00035
45.35909, -124.14046, 0.00608, 0.00054
45.35909, -124.00386, 0.47320, 0.00068
45.35909, -123.86725, 0.18341, 0.00100
45.35909, -123.73064, 0.13915, 0.00301
45.35909, -123.59404, 0.05532, 0.01571
45.35909, -123.45743, 0.01256, 0.08633
45.35909, -123.32082, 0.00594, 0.40364
45.35909, -123.18422, 0.00360, 1.49636
45.35909, -123.04761, 0.00301, 4.29790
45.35909, -122.91100, 0.00322, 9.49505
45.35909, -122.77439, 0.00344, 16.11495
45.35909, -122.63779, 0.00467, 21.05561
45.35909, -122.50118, 0.00671, 21.29200
45.35909, -122.36457, 0.01346, 16.83497
45.35909, -122.22797, 0.02904, 10.62155
45.35909, -122.09136, 0.06216, 5.58980
45.35909, -121.95475, 0.11650, 2.71345
45.35909, -121.81815, 0.19581, 1.47582
45.35909, -121.68154, 0.25355, 1.08752
45.35909, -121.54493, 0.27280, 1.02890
45.35909, -121.40833, 0.26192, 1.04867
45.35909, -121.27172, 0.24371, 1.07725
45.35909, -121.13511, 0.21228, 1.12972
45.35909, -120.99851, 0.17638, 1.20137
45.35909, -120.86190, 0.14437, 1.23564
45.35909, -120.72529, 0.12441, 1.17412
45.35909, -120.58869, 0.11224, 1.01666
45.35909, -120.45208, 0.10939, 0.81837
45.35909, -120.31547, 0.10696, 0.63172
45.35909, -120.17887, 0.10715, 0.47365
45.35909, -120.04226, 0.11078, 0.34558
45.35909, -119.90565, 0.10200, 0.25276
45.35909, -119.76905, 0.08506, 0.19367
45.35909, -119.63244, 0.07365, 0.15399
45.35909, -119.49583, 0.06691, 0.12227
45.35909, -119.35922, 0.04877, 0.09781
45.35909, -119.22262, 0.03033, 0.08079
45.35909, -119.08601, 0.02426, 0.06725
45.35909, -118.94940, 0.01595, 0.05536
45.35909, -118.81280, 0.01468, 0.04829
45.35909, -118.67619, 0.01302, 0.04890
45.35909, -118.53958, 0.01092, 0.05427
45.35909, -118.40298, 0.00647, 0.05633
45.35909, -118.26637, 0.00679, 0.04917
45.35909, -118.12976, 0.00646, 0.03520
45.35909, -117.99316, 0.00490, 0.02170
45.35909, -117.85655, 0.00704, 0.01283
45.35909, -117.71994, 0.00891, 0.00789
45.35909, -117.58334, 0.00695, 0.00500
45.35909, -117.44673, 0.00735, 0.00333
45.35909, -117.31012, 0.00570, 0.00253
45.35909, -117.17352, 0.00289, 0.00214
45.35909, -117.03691, 0.00173, 0.00177
45.35909, -116.90030, 0.00089, 0.00126
45.35909, -116.76370, 0.00213, 0.00072
45.35909, -116.62709, 0.00277, 0.00032
45.35909, -116.49048, 0.00381, 0.00011
45.35909, -116.35388, 0.00625, 0.00003
45.46725, -125.09671, 0.00000, 0.00000
45.46725, -124.96010, 0.00000, 0.00000
45.46725, -124.82350, 0.00000, 0.00002
45.46725, -124.68689, 0.00000, 0.00010
45.46725, -124.55028, 0.00000, 0.00035
