latitude, longitude, count
45.14277, -125.09671, 0.00000, 0.00000
45.14277, -124.96010, 0.00000, 0.00000
45.14277, -124.82350, 0.00000, 0.00000
45.14277, -124.68689, 0.00000, 0.00000
45.14277, -124.55028, 0.00000, 0.00000
45.14277, -124.41368, 0.00000, 0.00000
45.14277, -124.27707, 0.00000, 0.00001
45.14277, -124.14046, 0.09081, 0.00001
45.14277, -124.00386, 1.19502, 0.00002
45.14277, -123.86725, 1.02275, 0.00005
45.14277, -123.73064, 0.34671, 0.00037
45.14277, -123.59404, 0.03067, 0.00288
45.14277, -123.45743, 0.00721, 0.01851
45.14277, -123.32082, 0.00284, 0.09275
45.14277, -123.18422, 0.00183, 0.35728
45.14277, -123.04761, 0.00169, 1.05344
45.14277, -122.91100, 0.00182, 2.37703
45.14277, -122.77439, 0.00222, 4.11157
45.14277, -122.63779, 0.00363, 5.47017
45.14277, -122.50118, 0.00509, 5.62975
45.14277, -122.36457, 0.00935, 4.52572
45.14277, -122.22797, 0.01790, 2.89359
45.14277, -122.09136, 0.03424, 1.52773
45.14277, -121.95475, 0.07133, 0.72396
45.14277, -121.81815, 0.12735, 0.36487
45.14277, -121.68154, 0.17070, 0.24225
45.14277, -121.54493, 0.20934, 0.21718
45.14277, -121.40833, 0.20224, 0.22270
45.14277, -121.27172, 0.18466, 0.23405
45.14277, -121.13511, 0.14792, 0.24483
45.14277, -120.99851, 0.12755, 0.25040
45.14277, -120.86190, 0.11629, 0.24420
45.14277, -120.72529, 0.11008, 0.22237
45.14277, -120.58869, 0.09785, 0.18802
45.14277, -120.45208, 0.09541, 0.14963
45.14277, -120.31547, 0.08634, 0.11404
45.14277, -120.17887, 0.08787, 0.08303
45.14277, -120.04226, 0.10567, 0.05689
45.14277, -119.90565, 0.11025, 0.03726
45.14277, -119.76905, 0.13925, 0.02471
45.14277, -119.63244, 0.10343, 0.01696
45.14277, -119.49583, 0.10972, 0.01138
45.14277, -119.35922, 0.14485, 0.00720
45.14277, -119.22262, 0.10871, 0.00458
45.14277, -119.08601, 0.10107, 0.00327
45.14277, -118.94940, 0.07226, 0.00274
45.14277, -118.81280, 0.06786, 0.00270
45.14277, -118.67619, 0.05307, 0.00304
45.14277, -118.53958, 0.02586, 0.00352
45.14277, -118.40298, 0.01891, 0.00367
45.14277, -118.26637, 0.01665, 0.00318
45.14277, -118.12976, 0.01309, 0.00224
45.14277, -117.99316, 0.01655, 0.00134
45.14277, -117.85655, 0.01627, 0.00076
45.14277, -117.71994, 0.02124, 0.00044
45.14277, -117.58334, 0.01751, 0.00025
45.14277, -117.44673, 0.04152, 0.00015
45.14277, -117.31012, 0.06754, 0.00009
45.14277, -117.17352, 0.04982, 0.00006
45.14277, -117.03691, 0.01833, 0.00004
45.14277, -116.90030, 0.02052, 0.00003
45.14277, -116.76370, 0.01074, 0.00001
45.14277, -116.62709, 0.02652, 0.00001
45.14277, -116.49048, 0.04471, 0.00000
45.14277, -116.35388, 0.06357, 0.00000
45.25093, -125.09671, 0.00000, 0.00000
45.25093, -124.96010, 0.00000, 0.00000
45.25093, -124.82350, 0.00000, 0.00000
45.25093, -124.68689, 0.00000, 0.00000
45.25093, -124.55028, 0.00000, 0.00001
45.25093, -124.41368, 0.00000, 0.00003
45.25093, -124.27707, 0.00000, 0.00006
45.25093, -124.14046, 0.05834, 0.00009
45.25093, -124.00386, 1.80510, 0.00012
45.25093, -123.86725, 0.69482, 0.00023
45.25093, -123.73064, 0.15692, 0.00106
45.25093, -123.59404, 0.03678, 0.00706
45.25093, -123.45743, 0.01096, 0.04289
45.25093, -123.32082, 0.00466, 0.20958
45.25093, -123.18422, 0.00257, 0.79525
45.25093, -123.04761, 0.00221, 2.31867
45.25093, -122.91100, 0.00247, 5.18144
45.25093, -122.77439, 0.00308, 8.88081
45.25093, -122.63779, 0.00457, 11.70964
45.25093, -122.50118, 0.00666, 11.94457
45.25093, -122.36457, 0.01069, 9.52141
45.25093, -122.22797, 0.02325, 6.04648
45.25093, -122.09136, 0.04453, 3.18684
45.25093, -121.95475, 0.09248, 1.52811
45.25093, -121.81815, 0.16662, 0.79998
45.25093, -121.68154, 0.23175, 0.56047
45.25093, -121.54493, 0.25030, 0.51713
45.25093, -121.40833, 0.24298, 0.52861
45.25093, -121.27172, 0.22799, 0.54848
45.25093, -121.13511, 0.18677, 0.57326
45.25093, -120.99851, 0.16039, 0.59670
45.25093, -120.86190, 0.13960, 0.59730
45.25093, -120.72529, 0.12222, 0.55612
45.25093, -120.58869, 0.11736, 0.47664
45.25093, -120.45208, 0.11303, 0.38215
45.25093, -120.31547, 0.10960, 0.29341
45.25093, -120.17887, 0.11348, 0.21664
45.25093, -120.04226, 0.10667, 0.15267
45.25093, -119.90565, 0.11349, 0.10511
45.25093, -119.76905, 0.10114, 0.07458
45.25093, -119.63244, 0.09368, 0.05483
45.25093, -119.49583, 0.07390, 0.03965
45.25093, -119.35922, 0.07111, 0.02793
45.25093, -119.22262, 0.07464, 0.02032
45.25093, -119.08601, 0.05208, 0.01588
45.25093, -118.94940, 0.04692, 0.01330
45.25093, -118.81280, 0.03532, 0.01239
45.25093, -118.67619, 0.02361, 0.01331
45.25093, -118.53958, 0.01866, 0.01514
45.25093, -118.40298, 0.01045, 0.01578
45.25093, -118.26637, 0.00810, 0.01372
45.25093, -118.12976, 0.00816, 0.00974
45.25093, -117.99316, 0.01109, 0.00591
45.25093, -117.85655, 0.01815, 0.00341
45.25093, -117.71994, 0.01862, 0.00203
45.25093, -117.58334, 0.01766, 0.00123
45.25093, -117.44673, 0.01952, 0.00075
45.25093, -117.31012, 0.02001, 0.00050
45.25093, -117.17352, 0.01242, 0.00038
45.25093, -117.03691, 0.00583, 0.00029
45.25093, -116.90030, 0.00521, 0.00020
45.25093, -116.76370, 0.00471, 0.00011
45.25093, -116.62709, 0.00622, 0.00005
45.25093, -116.49048, 0.00663, 0.00002
45.25093, -116.35388, 0.01342, 0.00000
45.35909, -125.09671, 0.00000, 0.00000
45.35909, -124.96010, 0.00000, 0.00000
45.35909, -124.82350, 0.00000, 0.00000
45.35909, -124.68689, 0.00000, 0.00002
45.35909, -124.55028, 0.00000, 0.00007
45.35909, -124.41368, 0.00000, 0.00018
45.35909, -124.27707, 0.00000, 0.00035
45.35909, -124.14046, 0.00952, 0.00054
45.35909, -124.00386, 0.61939, 0.00068
45.35909, -123.86725, 0.23505, 0.00100
45.35909, -123.73064, 0.13975, 0.00301
45.35909, -123.59404, 0.05272, 0.01571
45.35909, -123.45743, 0.01657, 0.08633
45.35909, -123.32082, 0.00591, 0.40364
45.35909, -123.18422, 0.00362, 1.49636
45.35909, -123.04761, 0.00322, 4.29790
45.35909, -122.91100, 0.00280, 9.49505
45.35909, -122.77439, 0.00396, 16.11495
45.35909, -122.63779, 0.00613, 21.05561
45.35909, -122.50118, 0.00849, 21.29200
45.35909, -122.36457, 0.01151, 16.83497
45.35909, -122.22797, 0.02514, 10.62155
45.35909, -122.09136, 0.05325, 5.58980
45.35909, -121.95475, 0.11275, 2.71345
45.35909, -121.81815, 0.19070, 1.47582
45.35909, -121.68154, 0.25789, 1.08752
45.35909, -121.54493, 0.27008, 1.02890
45.35909, -121.40833, 0.26260, 1.04867
45.35909, -121.27172, 0.23962, 1.07725
45.35909, -121.13511, 0.20464, 1.12972
45.35909, -120.99851, 0.17605, 1.20137
45.35909, -120.86190, 0.14609, 1.23564
45.35909, -120.72529, 0.12829, 1.17412
45.35909, -120.58869, 0.11713, 1.01666
45.35909, -120.45208, 0.11174, 0.81837
45.35909, -120.31547, 0.11158, 0.63172
45.35909, -120.17887, 0.10979, 0.47365
45.35909, -120.04226, 0.10382, 0.34558
45.35909, -119.90565, 0.10428, 0.25276
45.35909, -119.76905, 0.08356, 0.19367
45.35909, -119.63244, 0.07554, 0.15399
45.35909, -119.49583, 0.05905, 0.12227
45.35909, -119.35922, 0.04328, 0.09781
45.35909, -119.22262, 0.03173, 0.08079
45.35909, -119.08601, 0.02181, 0.06725
45.35909, -118.94940, 0.01911, 0.05536
45.35909, -118.81280, 0.01358, 0.04829
45.35909, -118.67619, 0.01224, 0.04890
45.35909, -118.53958, 0.01132, 0.05427
45.35909, -118.40298, 0.00719, 0.05633
45.35909, -118.26637, 0.00746, 0.04917
45.35909, -118.12976, 0.00518, 0.03520
45.35909, -117.99316, 0.00717, 0.02170
45.35909, -117.85655, 0.00597, 0.01283
45.35909, -117.71994, 0.00842, 0.00789
45.35909, -117.58334, 0.01209, 0.00500
45.35909, -117.44673, 0.01146, 0.00333
45.35909, -117.31012, 0.00520, 0.00253
45.35909, -117.17352, 0.00238, 0.00214
45.35909, -117.03691, 0.00342, 0.00177
45.35909, -116.90030, 0.00170, 0.00126
45.35909, -116.76370, 0.00107, 0.00072
45.35909, -116.62709, 0.00113, 0.00032
45.35909, -116.49048, 0.00113, 0.00011
45.35909, -116.35388, 0.00373, 0.00003
45.46725, -125.09671, 0.00000, 0.00000
45.46725, -124.96010, 0.00000, 0.00000
45.46725, -124.82350, 0.00000, 0.00002
45.46725, -124.68689, 0.00000, 0.00010
45.46725, -124.55028, 0.00000, 0.00035
