latitude, longitude, count
45.14277, -125.09671, 0.00000, 0.00000
45.14277, -124.96010, 0.00000, 0.00000
45.14277, -124.82350, 0.00000, 0.00000
45.14277, -124.68689, 0.00000, 0.00000
45.14277, -124.55028, 0.00000, 0.00000
45.14277, -124.41368, 0.00000, 0.00000
45.14277, -124.27707, 0.00000, 0.00001
45.14277, -124.14046, 0.05937, 0.00001
45.14277, -124.00386, 0.83541, 0.00002
45.14277, -123.86725, 0.51783, 0.00005
45.14277, -123.73064, 0.13198, 0.00037
45.14277, -123.59404, 0.02846, 0.00288
45.14277, -123.45743, 0.00720, 0.01851
45.14277, -123.32082, 0.00308, 0.09275
45.14277, -123.18422, 0.00211, 0.35728
45.14277, -123.04761, 0.00181, 1.05344
45.14277, -122.91100, 0.00190, 2.37703
45.14277, -122.77439, 0.00232, 4.11157
45.14277, -122.63779, 0.00319, 5.47017
45.14277, -122.50118, 0.00493, 5.62975
45.14277, -122.36457, 0.00868, 4.52572
45.14277, -122.22797, 0.01675, 2.89359
45.14277, -122.09136, 0.03465, 1.52773
45.14277, -121.95475, 0.07264, 0.72396
45.14277, -121.81815, 0.13334, 0.36487
45.14277, -121.68154, 0.18620, 0.24225
45.14277, -121.54493, 0.20723, 0.21718
45.14277, -121.40833, 0.19731, 0.22270
45.14277, -121.27172, 0.17913, 0.23405
45.14277, -121.13511, 0.16060, 0.24483
45.14277, -120.99851, 0.13294, 0.25040
45.14277, -120.86190, 0.11676, 0.24420
45.14277, -120.72529, 0.10629, 0.22237
45.14277, -120.58869, 0.09877, 0.18802
45.14277, -120.45208, 0.09624, 0.14963
45.14277, -120.31547, 0.09334, 0.11404
45.14277, -120.17887, 0.09344, 0.08303
45.14277, -120.04226, 0.10079, 0.05689
45.14277, -119.90565, 0.10399, 0.03726
45.14277, -119.76905, 0.10884, 0.02471
45.14277, -119.63244, 0.10116, 0.01696
45.14277, -119.49583, 0.09428, 0.01138
45.14277, -119.35922, 0.08875, 0.00720
45.14277, -119.22262, 0.08301, 0.00458
45.14277, -119.08601, 0.06868, 0.00327
45.14277, -118.94940, 0.06090, 0.00274
45.14277, -118.81280, 0.04719, 0.00270
45.14277, -118.67619, 0.03156, 0.00304
45.14277, -118.53958, 0.01992, 0.00352
45.14277, -118.40298, 0.01429, 0.00367
45.14277, -118.26637, 0.01114, 0.00318
45.14277, -118.12976, 0.01056, 0.00224
45.14277, -117.99316, 0.01235, 0.00134
45.14277, -117.85655, 0.01306, 0.00076
45.14277, -117.71994, 0.01472, 0.00044
45.14277, -117.58334, 0.01639, 0.00025
45.14277, -117.44673, 0.01932, 0.00015
45.14277, -117.31012, 0.01796, 0.00009
45.14277, -117.17352, 0.01369, 0.00006
45.14277, -117.03691, 0.00945, 0.00004
45.14277, -116.90030, 0.00792, 0.00003
45.14277, -116.76370, 0.00467, 0.00001
45.14277, -116.62709, 0.00366, 0.00001
45.14277, -116.49048, 0.00393, 0.00000
45.14277, -116.35388, 0.00395, 0.00000
45.25093, -125.09671, 0.00000, 0.00000
45.25093, -124.96010, 0.00000, 0.00000
45.25093, -124.82350, 0.00000, 0.00000
45.25093, -124.68689, 0.00000, 0.00000
45.25093, -124.55028, 0.00000, 0.00001
45.25093, -124.41368, 0.00000, 0.00003
45.25093, -124.27707, 0.00000, 0.00006
45.25093, -124.14046, 0.01468, 0.00009
45.25093, -124.00386, 0.42758, 0.00012
45.25093, -123.86725, 0.34795, 0.00023
45.25093, -123.73064, 0.12803, 0.00106
45.25093, -123.59404, 0.03527, 0.00706
45.25093, -123.45743, 0.01125, 0.04289
45.25093, -123.32082, 0.00475, 0.20958
45.25093, -123.18422, 0.00301, 0.79525
45.25093, -123.04761, 0.00247, 2.31867
45.25093, -122.91100, 0.00258, 5.18144
45.25093, -122.77439, 0.00319, 8.88081
45.25093, -122.63779, 0.00443, 11.70964
45.25093, -122.50118, 0.00663, 11.94457
45.25093, -122.36457, 0.01164, 9.52141
45.25093, -122.22797, 0.02287, 6.04648
45.25093, -122.09136, 0.04665, 3.18684
45.25093, -121.95475, 0.09656, 1.52811
45.25093, -121.81815, 0.17212, 0.79998
45.25093, -121.68154, 0.23467, 0.56047
45.25093, -121.54493, 0.25192, 0.51713
45.25093, -121.40833, 0.24080, 0.52861
45.25093, -121.27172, 0.22228, 0.54848
45.25093, -121.13511, 0.19411, 0.57326
45.25093, -120.99851, 0.16658, 0.59670
45.25093, -120.86190, 0.14122, 0.59730
45.25093, -120.72529, 0.12372, 0.55612
45.25093, -120.58869, 0.11462, 0.47664
45.25093, -120.45208, 0.11057, 0.38215
45.25093, -120.31547, 0.10949, 0.29341
45.25093, -120.17887, 0.10900, 0.21664
45.25093, -120.04226, 0.11273, 0.15267
45.25093, -119.90565, 0.11095, 0.10511
45.25093, -119.76905, 0.10451, 0.07458
45.25093, -119.63244, 0.09229, 0.05483
45.25093, -119.49583, 0.07788, 0.03965
45.25093, -119.35922, 0.06370, 0.02793
45.25093, -119.22262, 0.05682, 0.02032
45.25093, -119.08601, 0.04439, 0.01588
45.25093, -118.94940, 0.03541, 0.01330
45.25093, -118.81280, 0.02616, 0.01239
45.25093, -118.67619, 0.02040, 0.01331
45.25093, -118.53958, 0.01500, 0.01514
45.25093, -118.40298, 0.01093, 0.01578
45.25093, -118.26637, 0.00911, 0.01372
45.25093, -118.12976, 0.00828, 0.00974
45.25093, -117.99316, 0.00947, 0.00591
45.25093, -117.85655, 0.01004, 0.00341
45.25093, -117.71994, 0.01211, 0.00203
45.25093, -117.58334, 0.01124, 0.00123
45.25093, -117.44673, 0.01039, 0.00075
45.25093, -117.31012, 0.00989, 0.00050
45.25093, -117.17352, 0.00716, 0.00038
45.25093, -117.03691, 0.00454, 0.00029
45.25093, -116.90030, 0.00314, 0.00020
45.25093, -116.76370, 0.00205, 0.00011
45.25093, -116.62709, 0.00151, 0.00005
45.25093, -116.49048, 0.00141, 0.00002
45.25093, -116.35388, 0.00206, 0.00000
45.35909, -125.09671, 0.00000, 0.00000
45.35909, -124.96010, 0.00000, 0.00000
45.35909, -124.82350, 0.00000, 0.00000
45.35909, -124.68689, 0.00000, 0.00002
45.35909, -124.55028, 0.00000, 0.00007
45.35909, -124.41368, 0.00000, 0.00018
45.35909, -124.27707, 0.00000, 0.00035
45.35909, -124.14046, 0.00788, 0.00054
45.35909, -124.00386, 0.19400, 0.00068
45.35909, -123.86725, 0.24187, 0.00100
45.35909, -123.73064, 0.13394, 0.00301
45.35909, -123.59404, 0.04499, 0.01571
45.35909, -123.45743, 0.01603, 0.08633
45.35909, -123.32082, 0.00685, 0.40364
45.35909, -123.18422, 0.00417, 1.49636
45.35909, -123.04761, 0.00321, 4.29790
45.35909, -122.91100, 0.00321, 9.49505
45.35909, -122.77439, 0.00381, 16.11495
45.35909, -122.63779, 0.00517, 21.05561
45.35909, -122.50118, 0.00803, 21.29200
45.35909, -122.36457, 0.01346, 16.83497
45.35909, -122.22797, 0.02710, 10.62155
45.35909, -122.09136, 0.05726, 5.58980
45.35909, -121.95475, 0.11551, 2.71345
45.35909, -121.81815, 0.19727, 1.47582
45.35909, -121.68154, 0.26052, 1.08752
45.35909, -121.54493, 0.27477, 1.02890
45.35909, -121.40833, 0.26603, 1.04867
45.35909, -121.27172, 0.24757, 1.07725
45.35909, -121.13511, 0.21792, 1.12972
45.35909, -120.99851, 0.18146, 1.20137
45.35909, -120.86190, 0.15024, 1.23564
45.35909, -120.72529, 0.12901, 1.17412
45.35909, -120.58869, 0.11731, 1.01666
45.35909, -120.45208, 0.11293, 0.81837
45.35909, -120.31547, 0.11243, 0.63172
45.35909, -120.17887, 0.11133, 0.47365
45.35909, -120.04226, 0.11117, 0.34558
45.35909, -119.90565, 0.10632, 0.25276
45.35909, -119.76905, 0.09249, 0.19367
45.35909, -119.63244, 0.07630, 0.15399
45.35909, -119.49583, 0.06019, 0.12227
45.35909, -119.35922, 0.04507, 0.09781
45.35909, -119.22262, 0.03270, 0.08079
45.35909, -119.08601, 0.02464, 0.06725
45.35909, -118.94940, 0.01924, 0.05536
45.35909, -118.81280, 0.01551, 0.04829
45.35909, -118.67619, 0.01293, 0.04890
45.35909, -118.53958, 0.01026, 0.05427
45.35909, -118.40298, 0.00752, 0.05633
45.35909, -118.26637, 0.00654, 0.04917
45.35909, -118.12976, 0.00606, 0.03520
45.35909, -117.99316, 0.00682, 0.02170
45.35909, -117.85655, 0.00722, 0.01283
45.35909, -117.71994, 0.00834, 0.00789
45.35909, -117.58334, 0.00765, 0.00500
45.35909, -117.44673, 0.00709, 0.00333
45.35909, -117.31012, 0.00574, 0.00253
45.35909, -117.17352, 0.00354, 0.00214
45.35909, -117.03691, 0.00213, 0.00177
45.35909, -116.90030, 0.00121, 0.00126
45.35909, -116.76370, 0.00069, 0.00072
45.35909, -116.62709, 0.00054, 0.00032
45.35909, -116.49048, 0.00049, 0.00011
45.35909, -116.35388, 0.00057, 0.00003
45.46725, -125.09671, 0.00000, 0.00000
45.46725, -124.96010, 0.00000, 0.00000
45.46725, -124.82350, 0.00000, 0.00002
45.46725, -124.68689, 0.00000, 0.00010
45.46725, -124.55028, 0.00000, 0.00035
